"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","14","2","0","2","3","Compiling M_LightStage_Skybox_Master: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}, StaticSwitch'HDRI2-1'=True"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","14","12","0","1","89","Compiling AntiAliasedTextMaterialTranslucent: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","14","60","0","5","1770","Compiling M_ColorGrid: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting}"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","14","46","0","3","1117","Compiling SpeedTreeBillboardMaster: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_TwoSidedFoliage, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithInstancedStaticMeshes}, StaticSwitch'SharedEnable2-1'=True"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","14","106","0","1","4391","Compiling SpeedTreeMaster: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_TwoSidedFoliage, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Branch1Enable2-1'=True, StaticSwitch'Branch2Enable2-1'=False, StaticSwitch'FlipBacksideNormals2-1'=True, StaticSwitch'HandleCameraFacing2-1'=False, StaticSwitch'HasBranch2Data_Internal2-1'=False, StaticSwitch'RippleEnable2-1'=True, StaticSwitch'RippleShimmerEnable2-1'=False, StaticSwitch'SharedEnable2-1'=True"
"","14","1","1","0","0",""
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","14","45","0","6","235","Compiling SkySphereMaterial: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/sA_PickupSet_1/Materials/M_sA_Aura.M_sA_Aura","14","16","0","6","58","Compiling M_sA_Aura: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites,bUsedWithNiagaraRibbons,bUsedWithNiagaraMeshParticles}, StaticSwitch'Luminance from Linear2-1'=False"
"/Game/sA_PickupSet_1/Materials/M_Ground.M_Ground","14","30","45","3","414","Compiling M_Ground: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Asian_Village/materials/cliff_materials/M_cliff.M_cliff","14","45","0","1","867","Compiling M_cliff: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/Asian_Village/materials/building_materials/M_building_wood.M_building_wood","14","90","0","8","2260","Compiling M_building_wood: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithSplineMeshes}, StaticSwitch'moss2-1'=False"
"/Game/Asian_Village/materials/building_materials/M_building_wood.M_building_wood","14","90","0","6","2659","Compiling M_building_wood: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithSplineMeshes}, StaticSwitch'moss2-1'=True"
"/Game/TopDownLogic/Other/Character/ThirdPerson/Meshes/M_RampMaterial.M_RampMaterial","14","45","0","1","629","Compiling M_RampMaterial: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/Asian_Village/materials/building_materials/base_materials/M_stone_tiles.M_stone_tiles","14","45","0","1","598","Compiling M_stone_tiles: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/Asian_Village/materials/landscape_materials/M_landscape_material.M_landscape_material","14","45","0","6","581","Compiling M_landscape_material: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","14","15","0","1","68","Compiling M_MaterialSphere_Plain: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","14","15","0","1","67","Compiling M_MaterialSphere: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/TopDownLogic/Other/Character/Geometry/Meshes/M_CubeMaterial.M_CubeMaterial","14","45","0","7","548","Compiling M_CubeMaterial: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/Asian_Village/materials/building_materials/M_building_metal.M_building_metal","14","45","0","4","476","Compiling M_building_metal: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/Asian_Village/materials/building_materials/M_block_foundation.M_block_foundation","14","45","0","5","398","Compiling M_block_foundation: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/Asian_Village/materials/building_materials/M_column_decoration.M_column_decoration","14","45","0","1","403","Compiling M_column_decoration: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/Asian_Village/materials/trees_materials/M_bark.M_bark","14","156","0","8","7135","Compiling M_bark: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes}"
"/Game/TopDownLogic/Other/Character/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","14","46","0","5","392","Compiling M_UE4Man_Body: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'PlasticOverride2-1'=True"
"/Game/TopDownLogic/Other/Character/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","14","46","0","4","731","Compiling M_UE4Man_Body: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'PlasticOverride2-1'=False"
"/Game/Asian_Village/materials/building_materials/M_door.M_door","14","45","0","3","407","Compiling M_door: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/Asian_Village/materials/building_materials/M_thatched_roof.M_thatched_roof","14","53","0","3","886","Compiling M_thatched_roof: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/Asian_Village/materials/building_materials/M_wooden_fence.M_wooden_fence","14","90","0","6","1570","Compiling M_wooden_fence: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithSplineMeshes}"
"/Game/sA_PickupSet_1/Materials/M_Master_Fresnel.M_Master_Fresnel","14","30","0","4","190","Compiling M_Master_Fresnel: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraMeshParticles}"
"/Game/sA_PickupSet_1/Materials/M_Master_MetalFX.M_Master_MetalFX","14","46","0","7","353","Compiling M_Master_MetalFX: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraMeshParticles}"
"/Game/Assets/Level/Materials/Transp/M_Shop_TSP.M_Shop_TSP","14","10","0","2","35","Compiling M_Shop_TSP: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Assets/VFX/Explosion/M_poof.M_poof","14","30","0","5","337","Compiling M_poof: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraMeshParticles}"
"/Game/Assets/Level/Materials/Dungoen_Stone_Mid_SHD.Dungoen_Stone_Mid_SHD","14","15","0","1","52","Compiling Dungoen_Stone_Mid_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNanite}"
"/Game/Assets/Characters/Gobelin/Materials/Goblin_Teeth_SHD.Goblin_Teeth_SHD","14","30","0","8","234","Compiling Goblin_Teeth_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Assets/Level/Materials/Dungoen_Stone_Light_SHD.Dungoen_Stone_Light_SHD","14","15","0","4","99","Compiling Dungoen_Stone_Light_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNanite}"
"/Game/Assets/Level/Materials/Dungeon_Spawn_SHD.Dungeon_Spawn_SHD","14","15","0","6","93","Compiling Dungeon_Spawn_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Asian_Village/materials/water_materials/M_water.M_water","14","8","0","4","22","Compiling M_water: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}"
"/Game/Asian_Village/materials/water_materials/M_waterfall.M_waterfall","14","8","0","1","38","Compiling M_waterfall: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}"
"/Game/sA_PickupSet_1/Materials/M_Master_RadialBeam.M_Master_RadialBeam","14","6","0","6","10","Compiling M_Master_RadialBeam: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites,bUsedWithNiagaraRibbons}"
"/Game/Assets/VFX/Hit/M_Hit.M_Hit","14","20","0","4","104","Compiling M_Hit: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites}"
"/Game/Assets/Characters/Gobelin/Materials/Goblin_Skin_SHD.Goblin_Skin_SHD","14","30","0","6","274","Compiling Goblin_Skin_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Assets/Characters/Gobelin/Materials/Goblin_PinkSkin_SHD.Goblin_PinkSkin_SHD","14","30","0","5","152","Compiling Goblin_PinkSkin_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Assets/Characters/Barbarian/Material/Barbarian_Horn_SHD.Barbarian_Horn_SHD","14","30","0","5","338","Compiling Barbarian_Horn_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Assets/Characters/Gobelin/Materials/Goblin_Red_SHD.Goblin_Red_SHD","14","30","0","4","360","Compiling Goblin_Red_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Asian_Village/materials/plants_materials/M_grass.M_grass","14","106","0","3","2106","Compiling M_grass: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_Subsurface, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}"
"/Game/Asian_Village/materials/trees_materials/M_foliage_bamboo.M_foliage_bamboo","14","106","0","4","1786","Compiling M_foliage_bamboo: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_Subsurface, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}"
"/Game/Assets/Characters/Barbarian/Material/Barbarian_Eye_Pupil.Barbarian_Eye_Pupil","14","30","0","2","246","Compiling Barbarian_Eye_Pupil: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Assets/Characters/Barbarian/Material/Barbarian_EyeGlobe_SHD.Barbarian_EyeGlobe_SHD","14","30","0","8","143","Compiling Barbarian_EyeGlobe_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Assets/Characters/Barbarian/Material/Barbarian_Hair_SHD.Barbarian_Hair_SHD","14","30","0","6","382","Compiling Barbarian_Hair_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Asian_Village/materials/props_materials/M_statue.M_statue","14","45","0","1","717","Compiling M_statue: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/Asian_Village/materials/props_materials/M_lantern.M_lantern","14","45","0","5","410","Compiling M_lantern: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/Assets/Characters/Barbarian/Material/Axe_MetalWarm_SHD.Axe_MetalWarm_SHD","14","15","0","1","52","Compiling Axe_MetalWarm_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Assets/Characters/Barbarian/Material/Axe_MetalCold_SHD.Axe_MetalCold_SHD","14","15","0","1","94","Compiling Axe_MetalCold_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/TopDownLogic/Other/Materials/OutlinePP_Mat.OutlinePP_Mat","14","4","0","2","11","Compiling OutlinePP_Mat: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Assets/VFX/Fog/M_Fog.M_Fog","14","10","0","2","34","Compiling M_Fog: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Asian_Village/materials/props_materials/M_flag_banner.M_flag_banner","14","45","0","1","745","Compiling M_flag_banner: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/Asian_Village/materials/water_materials/M_water_noise.M_water_noise","14","52","0","6","1015","Compiling M_water_noise: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}"
"/Game/Assets/Characters/Barbarian/Material/Axe_MetalBright_SHD.Axe_MetalBright_SHD","14","15","0","1","83","Compiling Axe_MetalBright_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Asian_Village/materials/trees_materials/M_foliage.M_foliage","14","106","0","7","1717","Compiling M_foliage: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_Subsurface, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}"
"/Game/Assets/Characters/Barbarian/Material/Axe_Leather_Dark_SHD.Axe_Leather_Dark_SHD","14","15","0","3","66","Compiling Axe_Leather_Dark_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Assets/Characters/Gobelin/Materials/Goblin_Leather_Light_SHD.Goblin_Leather_Light_SHD","14","30","0","2","248","Compiling Goblin_Leather_Light_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Asian_Village/materials/decals_materials/M_decal_dirt.M_decal_dirt","14","13","0","3","42","Compiling M_decal_dirt: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Assets/VFX/Explosion/M_Shockwave.M_Shockwave","14","4","0","4","7","Compiling M_Shockwave: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites}"
"/Game/Assets/Characters/Gobelin/Materials/Goblin_Leather_Dark_SHD.Goblin_Leather_Dark_SHD","14","30","0","5","271","Compiling Goblin_Leather_Dark_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","14","10","0","6","44","Compiling M_Radial_Gradient: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithBeamTrails,bUsedWithNiagaraSprites}"
"/Game/Assets/VFX/Portal/M_Portal.M_Portal","14","24","0","6","193","Compiling M_Portal: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraMeshParticles}"
"/Game/Assets/Characters/Gobelin/Materials/Goblin_MetalCold_SHD.Goblin_MetalCold_SHD","14","30","0","1","293","Compiling Goblin_MetalCold_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/Assets/Characters/Barbarian/Material/Barabrian_Cape_SHD.Barabrian_Cape_SHD","14","38","0","2","460","Compiling Barabrian_Cape_SHD: Platform=PCD3D_ES3_1, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
